カウンターID,最終情報更新日,廃止フラグ,承認年月日,廃止年月日,事業者名（日本語）,事業者名（英語）,事業者住所_郵便番号,事業者住所_都道府県コード,事業者住所_市町村コード,事業者住所_大字丁目・番地等（日本語）,事業者住所_大字丁目・番地等（英語）,カウンター名称（日本語）,カウンター名称（英語）,カウンター住所_郵便番号,カウンター住所_都道府県コード,カウンター住所_市町村コード,カウンター住所_大字丁目・番地等（日本語）,カウンター住所_大字丁目・番地等（英語）,カウンター住所_建物階層,カウンター住所_緯度,カウンター住所_経度,カウンター住所_施設類型,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（日本語）,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（英語）,カウンター電話番号,外部リンクＵＲＬ,営業時間_月曜日_開始時間,営業時間_月曜日_終了時間,営業時間_月曜日_定休日フラグ,営業時間_火曜日_開始時間,営業時間_火曜日_終了時間,営業時間_火曜日_定休日フラグ,営業時間_水曜日_開始時間,営業時間_水曜日_終了時間,営業時間_水曜日_定休日フラグ,営業時間_木曜日_開始時間,営業時間_木曜日_終了時間,営業時間_木曜日_定休日フラグ,営業時間_金曜日_開始時間,営業時間_金曜日_終了時間,営業時間_金曜日_定休日フラグ,営業時間_土曜日_開始時間,営業時間_土曜日_終了時間,営業時間_土曜日_定休日フラグ,営業時間_日曜日_開始時間,営業時間_日曜日_終了時間,営業時間_日曜日_定休日フラグ,営業時間_その他（日本語）,営業時間_その他（英語）,対応可能言語_英語フラグ,対応可能言語_中国語（簡体字）フラグ,対応可能言語_中国語（繁体字）フラグ,対応可能言語_韓国語フラグ,対応可能言語_タイ語フラグ,対応可能言語_その他（日本語）,対応可能言語_その他（英語）,免税店プラグ,JNTO観光案内所フラグ,一時預かりフラグ,一時預かり_料金_固定,一時預かり_料金_変動上限値,一時預かり_料金_変動下限値,一時預かり_取扱可能品目_スーツケースフラグ,一時預かり_取扱可能品目_クール品フラグ,一時預かり_取扱可能品目_土産品フラグ,一時預かり_取扱可能品目_3辺長合計上限値,一時預かり_取扱可能品目_最大重量上限値,一時預かり_取扱可能品目_取扱金額上限値,一時預かり_取扱可能品目_その他（日本語）,一時預かり_取扱可能品目_その他（英語）,一時預かり_補償内容_取扱金額上限値,一時預かり_補償内容_その他（日本語）,一時預かり_補償内容_その他（英語）,配送_当日配送フラグ,配送_当日配送_料金_固定,配送_当日配送_料金_変動上限値,配送_当日配送_料金_変動下限値,配送_当日配送_取扱可能品目_スーツケースフラグ,配送_当日配送_取扱可能品目_クール品フラグ,配送_当日配送_取扱可能品目_土産品フラグ,配送_当日配送_取扱可能品目_3辺長合計上限値,配送_当日配送_取扱可能品目_最大重量上限値,配送_当日配送_取扱可能品目_取扱金額上限値,配送_当日配送_取扱可能品目_その他（日本語）,配送_当日配送_取扱可能品目_その他（英語）,配送_当日配送_補償内容_取扱金額上限値,配送_当日配送_補償内容_その他（日本語）,配送_当日配送_補償内容_その他（英語）,配送_当日配送_受付時間〆切,配送_当日配送_最終配送時間,配送_当日配送_配送先（日本語）,配送_当日配送_配送先（英語）,配送_一般配送フラグ,配送_一般配送_料金_固定,配送_一般配送_料金_変動上限値,配送_一般配送_料金_変動下限値,配送_一般配送_取扱可能品目_スーツケースフラグ,配送_一般配送_取扱可能品目_クール品フラグ,配送_一般配送_取扱可能品目_土産品フラグ,配送_一般配送_取扱可能品目_3辺長合計上限値,配送_一般配送_取扱可能品目_最大重量上限値,配送_一般配送_取扱可能品目_取扱金額上限値,配送_一般配送_取扱可能品目_その他（日本語）,配送_一般配送_取扱可能品目_その他（英語）,配送_一般配送_補償内容_取扱金額上限値,配送_一般配送_補償内容_その他（日本語）,配送_一般配送_補償内容_その他（英語）,配送_一般配送_配送先_全国各地発送フラグ,配送_一般配送_配送先_その他（日本語）,配送_一般配送_配送先_その他（英語）,配送_海外配送フラグ,配送_海外配送_料金_固定,配送_海外配送_料金_変動上限値,配送_海外配送_料金_変動下限値,配送_海外配送_取扱可能品目_スーツケースフラグ,配送_海外配送_取扱可能品目_クール品フラグ,配送_海外配送_取扱可能品目_土産品フラグ,配送_海外配送_取扱可能品目_3辺長合計上限値,配送_海外配送_取扱可能品目_最大重量上限値,配送_海外配送_取扱可能品目_取扱金額上限値,配送_海外配送_取扱可能品目_その他（日本語）,配送_海外配送_取扱可能品目_その他（英語）,配送_海外配送_補償内容_取扱金額上限値,配送_海外配送_補償内容_その他（日本語）,配送_海外配送_補償内容_その他（英語）
0000000022,20170804,1,20150727,20210331,ヤマト運輸株式会社,"YAMATO TRANSPORT CO.,LTD.",1048125,13,1024,銀座二丁目１６番１０号,2-16-10 Ginza,中部国際空港旅客ターミナルビル２階Ｔｏｕｒｉｓｔ＆ＩｎｆｏｒｍａｔｉｏｎＳｅｒｖｉｃｅ,Central Japan International Airport2F Tourist & Information Service,4790881,23,2165,セントレア一丁目１番地,1-1 Centrair,2,34.859404,136.814187,01,中部国際空港旅客ターミナル２Ｆ,Chubu International Airport Passenger Terminal 2F,0569388562,http://www.kuronekoyamato.co.jp/en,0800,2200,0,0800,2200,0,0800,2200,0,0800,2200,0,0800,2200,0,0800,2200,0,0800,2200,0,,,1,1,1,1,0,,,1,1,1,540,,,1,,1,,,300000,,,300000,,,1,,2030,907,1,,1,160,25,300000,,,300000,,,1100,,宿泊施設（愛知・岐阜・三重※一部地域を除く）,Hotel (Aichi / Gifu / Mie [Some areas excluded]),1,,4082,907,1,,1,160,25,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000023,20170804,0,20150727,,ヤマト運輸株式会社,"YAMATO TRANSPORT CO.,LTD.",1048125,13,1024,銀座二丁目１６番１０号,2-16-10 Ginza,中部国際空港旅客ターミナルビル３階手荷物一時預かり所,Central Japan International Airport3F Temporary Baggage Storage Service,4790881,23,2165,セントレア一丁目１番地,1-1 Centrair,3,34.859404,136.814187,01,中部国際空港旅客ターミナル３Ｆ,Chubu International Airport Passenger Terminal 3F,0569388562,http://www.kuronekoyamato.co.jp/en,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,,,1,1,1,0,0,,,1,1,1,500,,,1,,1,,,300000,,,300000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000024,20170804,1,20150727,20220501,ヤマト運輸株式会社,"YAMATO TRANSPORT CO.,LTD.",1048125,13,1024,銀座二丁目１６番１０号,2-16-10 Ginza,銀座紺屋橋ＴＣ,Ginza Konyabashi Center,1040061,13,1024,銀座２－２－４新西銀座第二ビル,"2-2-4,Ginza",,35.674764,139.765937,08,,,0570200738,http://www.kuronekoyamato.co.jp/en,0800,1930,0,0800,1930,0,0800,1930,0,0800,1930,0,0800,1930,0,0800,1830,0,0800,1830,0,,,1,0,0,0,0,,,1,1,1,500,,,1,,1,160,25,300000,,,300000,,,0,,,,,,,,,,,,,,,,,,,1,,4082,907,1,,1,160,25,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000025,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第１ターミナル北ウィングＪＡＬエービーシー出国カウンター,Narita International Airport Terminal 1 North Wing Departure JALABC Counter,2820011,12,2114,三里塚御料牧場１－１成田国際空港第１旅客ターミナル北ウィング,"Narita International Airport Terminal 1, North Wing 1-1 Sanrizuka-goryo-makiba",,35.765878,140.384642,01,,,0335451131,https://www.jalabc.com/en/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,,,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",0,,,,,,,,,,,,,,,,,,,1,,6760,2340,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",2,全国４７都道府県から集荷した荷物の引渡しのみ（配送無し）,Only delivery of luggage picked up from 47 prefectures,0,,,,,,,,,,,,,,
0000000026,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第１ターミナル北ウィングＪＡＬエービーシー入国カウンター,Narita International Airport Terminal 1 North Wing Arrival JALABC Counter,2820011,12,2114,三里塚御料牧場１－１成田国際空港第１旅客ターミナル北ウィング,"Narita International Airport Terminal 1, North Wing 1-1 Sanrizuka-goryo-makiba",,35.765878,140.384642,01,,,0335451131,https://www.jalabc.com/en/,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,０６：００～最終便到着まで,06:00~the last flight on arrival,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,2360,1700,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1100,2100,東京２３区、川崎市の一部、横浜市の一部,"23 wards of Tokyo, Some areas of Kawasaki-city and Yokohama-city",1,,6660,1700,1,1,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,,0,,,,,,,,,,,,,,
0000000027,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第１ターミナル南ウィングＪＡＬエービーシー出国カウンター,Narita International Airport Terminal 1 South Wing Departure JALABC Counter,2820011,12,2114,三里塚御料牧場１－１成田国際空港第１旅客ターミナル南ウィング,"Narita International Airport Terminal 1, South Wing 1-1 Sanrizuka-goryo-makiba",,35.763989,140.386788,01,,,0335451131,https://www.jalabc.com/en/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,,,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",0,,,,,,,,,,,,,,,,,,,1,,6760,2340,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",2,全国４７都道府県から集荷した荷物の引渡しのみ（配送無し）,Only delivery of luggage picked up from 47 prefectures,0,,,,,,,,,,,,,,
0000000028,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第１ターミナル南ウィングＪＡＬエービーシー入国カウンター,Narita International Airport Terminal 1 South Wing Arrival JALABC Counter,2820011,12,2114,三里塚御料牧場１－１成田国際空港第１旅客ターミナル南ウィング,"Narita International Airport Terminal 1, South Wing 1-1 Sanrizuka-goryo-makiba",,35.763989,140.386788,01,,,0335451131,https://www.jalabc.com/en/,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,０６：００～最終便到着まで,06:00~the last flight on arrival,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,2360,1700,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1100,2100,東京２３区、川崎市の一部、横浜市の一部,"23 wards of Tokyo, Some areas of Kawasaki-city and Yokohama-city",1,,6660,1700,1,1,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,,0,,,,,,,,,,,,,,
0000000029,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第２ターミナルＪＡＬエービーシー出国カウンター,Narita International Airport Terminal2 Depature JALABC Counter,2820011,12,2114,古込１－１成田国際空港第二旅客ターミナル,"Narita International Airport Terminal2,1-1Furugome",,35.772731,140.389073,01,,,0335451131,https://www.jalabc.com/en/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,,,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",0,,,,,,,,,,,,,,,,,,,1,,6760,2340,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",2,全国４７都道府県から集荷した荷物の引渡しのみ（配送無し）,Only delivery of luggage picked up from 47 prefectures,0,,,,,,,,,,,,,,
0000000030,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,成田国際空港第２ターミナルＪＡＬエービーシー入国カウンター,Narita International Airport Terminal 2 Arrival JALABC Counter,2820011,12,2114,古込１－１成田国際空港第二旅客ターミナル,"Narita International Airport Terminal2,1-1Furugome",,35.772731,140.389073,01,,,0335451131,https://www.jalabc.com/en/,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,0600,2230,0,０６：００～最終便到着まで,06:00~the last flight on arrival,1,0,0,0,0,,,,,1,,830,310,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,2360,1700,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1100,2100,東京２３区、川崎市の一部、横浜市の一部,"23 wards of Tokyo, Some areas of Kawasaki-city and Yokohama-city",1,,6660,1700,1,1,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,,0,,,,,,,,,,,,,,
0000000031,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,関西国際空港ＪＡＬエービーシー出国カウンター,Kansai International Airport Departure JALABC Counter,5490011,27,3627,泉州空港中１番地関西国際空港ターミナル内,"Kansai International Airport Departure,1 Senshu-Kukonaka",,34.434148,135.243376,01,,,0335451131,https://www.jalabc.com/en/,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,,,1,0,0,0,0,,,,,1,,1030,360,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",0,,,,,,,,,,,,,,,,,,,1,,4730,2340,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",2,全国４７都道府県から集荷した荷物の引渡しのみ（配送無し）,Only delivery of luggage picked up from 47 prefectures,0,,,,,,,,,,,,,,
0000000032,20180515,0,20150727,,株式会社ＪＡＬエービーシー,"JAL ABC, Inc.",1040045,13,1024,築地３－９－９,3-9-9 tsukiji,関西国際空港ＪＡＬエービーシー入国カウンター,Kansai International Airport Arrival JALABC Counter,5490011,27,3627,泉州空港中１番地関西国際空港ターミナル内,"Kansai International Airport Arrival,1 Senshu-Kukonaka",,34.434148,135.243376,01,,,0335451131,https://www.jalabc.com/en/,0615,2230,0,0615,2230,0,0615,2230,0,0615,2230,0,0615,2230,0,0615,2230,0,0615,2230,0,,,1,0,0,0,0,,,,,1,,1030,360,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,2580,1910,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1100,2100,関西地方一部地域,Some areas of Kansai,1,,4630,1910,1,1,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1,,,0,,,,,,,,,,,,,,
0000000033,20150727,0,20150727,,西日本旅客鉄道株式会社,West Japan Railway Company,5308341,27,1004,北区芝田２－４－２４,"2-4-24 shibata,kita-ku",岡山駅新幹線改札口側「ねこのてステーション」,Okayama station Shinkansen Exit Nekonote station,7000023,33,1007,北区駅元町１－１,"1-1,ekimoto-cho,kiita-ku",,34.666352,133.918138,02,,,08066091694,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,0,0,0,0,,,,,1,,700,500,1,,1,,,,,,,,,1,500,,,1,,1,,,,,,,責任限度額３０万円まで補償,"Compensation up to 300,000 yen",1330,1700,宿泊施設（都道府県名：岡山市、倉敷市内の指定２７施設）,"Hotels (designated 27 hotels in Okayama City, Kurashiki city)",1,,,,1,,1,,,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000034,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第１旅客ターミナル北ウイング１階,Narita International Airport Terminal 1 North-Wing 1F,1,35.765548,140.384914,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0700,2230,0,0700,2230,0,0700,2230,0,0700,2230,0,0700,2230,0,0700,2230,0,0700,2230,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1030,1030,東京・神奈川・千葉・埼玉・栃木・群馬・茨城・山梨（離島は除く）,"Tokyo,Kanagawa,Chiba,Saitama,Tochigi,Gumma,Ibaraki,Yamanashi",1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1,離島等の一部地域は除く,Except for some areas such as remote islands,0,,,,,,,,,,,,,,
0000000035,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第１旅客ターミナル北ウイング４階,Narita International Airport Terminal 1 North-Wing 4F,1,35.765791,140.384998,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,4730,1555,1,2,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,2,日本全国から成田空港へ配送された荷物の引き渡し場所,Delivery place of baggage delivered from all over Japan to Narita airport,0,,,,,,,,,,,,,,
0000000036,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第１旅客ターミナル南ウイング１階,Narita International Airport Terminal 1 South-Wing 1F,1,35.763592,140.387217,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1030,1030,東京・神奈川・千葉・埼玉・栃木・群馬・茨城・山梨（離島は除く）,"Tokyo,Kanagawa,Chiba,Saitama,Tochigi,Gumma,Ibaraki,Yamanashi",1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1,離島等の一部地域は除く,Except for some areas such as remote islands,0,,,,,,,,,,,,,,
0000000037,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第１旅客ターミナル南ウイング４階,Narita International Airport Terminal 1 South-Wing 4F,1,35.763340,140.387449,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,4730,1555,1,2,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,2,日本全国から成田空港へ配送された荷物の引き渡し場所,Delivery place of baggage delivered from all over Japan to Narita airport,0,,,,,,,,,,,,,,
0000000038,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820004,12,2114,古込字古込１－１　成田国際空港第２旅客ターミナル１階,Narita International Airport Terminal 2 1F,1,35.774038,140.387104,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,0630,2230,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1030,1030,東京・神奈川・千葉・埼玉・栃木・群馬・茨城・山梨（離島は除く）,"Tokyo,Kanagawa,Chiba,Saitama,Tochigi,Gumma,Ibaraki,Yamanashi",1,,4414,1239,1,1,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,1,離島等の一部地域は除く,Except for some areas such as remote islands,0,,,,,,,,,,,,,,
0000000039,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ成田空港宅急便,GPA Airport baggage delivery service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第２旅客ターミナル３階,Narita International Airport Terminal 2 3F,1,35.774674,140.387598,01,成田国際空港内,Inside Narita International Airport,0476324755,https://www.gpa-net.co.jp/ja/passenger-service/baggage-delivery/,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,0700,2100,0,電話対応　９時～１８時３０分,Telephone correspondence 9: 00 ~ 18: 30,1,0,0,0,0,,,1,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,4730,1555,1,2,1,160,25,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,荷物を送る際に申告が無かった内容品は、保証の対象外とします。,Contents not declared when sending luggage are excluded from guarantee.,2,日本全国から成田空港へ配送された荷物の引き渡し場所,Delivery place of baggage delivered from all over Japan to Narita airport,0,,,,,,,,,,,,,,
0000000040,20190712,0,20150727,,佐川急便　株式会社,"SAGAWA EXPRESS CO.,LTD.",1360075,13,1083,新砂２丁目１番１９号,"2-1-19,shinsuna",佐川急便　手ぶら観光　手荷物預かり処,SAGAWA express TEMPORARY BAGGAGE STORAGE,1000005,13,1016,丸の内１－９－１東京駅一番街１階,"1st floor of First Avenue Tokyo Station1-9-1,marunouchi",1,35.682869,139.769041,02,東京駅日本橋口徒歩１分,"Nihonbashi entrance,Tokyo Station 1 minutes on foot",0352246885,http://www.sagawa-exp.co.jp/ttk/servicecenter/70150142.html,0700,2300,0,0700,2300,0,0700,2300,0,0700,2300,0,0700,2300,0,0700,2300,0,0700,2300,0,,,1,0,0,0,0,,,1,1,1,,1000,800,1,1,1,200,30,300000,貴重品の取り扱い不可。詳しくは当社ホームページをご参照ください。,Valuables impossible.Please visit our website for more details.,300000,,,1,,2031,756,1,2,1,160,30,300000,空港での受取は別途料金が発生いたします。詳しくは当社ホームページをご参照ください。,pay extra charge for receive your baggages at Air Port.Please visit our website for more details.,300000,,,1015,2000,東京２３区内ホテル、浦安市内ホテル、東京駅、バスタ新宿、羽田空港、成田空港,"hotels in the 23-ku ,hotels in the Urayasu city,Tokyo Station,Basuta Shinjuku,Haneda Narita Airport",1,,11448,756,1,1,1,260,50,300000,送料は重量や配送先により異なります。詳しくは当社ホームページをご参照ください。,"Shippig fee, depend on weight or reciered area.Please visit our website for more details.",300000,　,,1,詳しくは当社ホームページをご参照ください。,Please visit our website for more details.,1,,71320,1918,1,2,1,,30,2000000,２万円以上の取扱品は別途追加料金が発生します。,"Extra cost will be charged for more than \20,000.",2000000,,
